序号	文件名	环ID	节点	路由耗时(ns)
4799	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	578
4800	QmXwHsbG9Qhz7VCaiQD2NStXZkyNRicKPGZQcFiiaG9iWc	ring2	node22	522
4801	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	546
4802	QmcQVmDsp5VeyXB1w98thHBjDzeZYViRCoJdSAcqtHryyj	ring0	node36	552
4803	QmNVNubZWAgCn1BhRZhdVMKQKzKpxRDLyBxeemfkZg2YGx	ring1	node33	647
4804	QmSq4YxcmRGGB6P1x82uxTw1mzcj1WBRZjs7WotvcavRdf	ring1	node5	574
4805	Qme46Fdn3LaT6zXyE5CxzDRfJvhvVwBjhux7XamjEnVKje	ring3	node31	589
4806	QmSeRp11hgJbzCcdeAzxBfJBUKkzb2ZLiatRauwpKZhe8v	ring2	node14	512
4807	QmZsWaPBMdAs5YfHUG2h6QzV5HH62TmGRGa3rCP1xFdjGV	ring0	node12	551
4808	Qmbgy8TvqDC4jkfq5bDazj4XzzxXYVJEavNCfVkTorx54Q	ring2	node2	536
4809	QmRhp8r4YVDhKFGsqfhPRKGuAA7WsrJaBKE1N4N2T9uUcH	ring1	node17	546
4810	QmZFnUm3bjSyEPrvxEa3fR9eUxnkfQeLmPTzDhAmCWtbMZ	ring3	node3	598
4811	QmfGvH3HQBgMoAQkhr8expSzR3AwcLLBebbDMvwpVNyyoJ	ring2	node18	548
4812	QmbmPDc1PNmxKfpixsk2oF8DAV6Yqs5QwhtwUWJtw8jSDF	ring2	node38	551
4813	QmTjKaJoB9ZzYhsVQ2j1KiogJPUaAMLBG55bKmDBoKs2Zt	ring0	node0	473
4814	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	615
4815	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	454
4816	Qmek7LF6NWTVLmhu2g8tDtE5XHAjtmycUMsy6U5XFb4jft	ring1	node29	585
4817	QmaCMFcQWZFeQFAZjZGcrBvX1FiUw6La474LGVKwEzKF5T	ring2	node10	535
4818	QmYbeFzL89hh6U9oYFd8gimSkencMJGDZn1m43sB9cPqVq	ring3	node15	553
4819	QmSLSCRgqJA1RPRTtSBHriXj32nWAkbZqRs33gUKrXE6BK	ring3	node7	563
4820	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	618
4821	QmVKZYfcfbtjszUtpE3qEHgXh8DRi8bdyjambXt69n7Cvw	ring0	node36	562
4822	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	626
4823	QmeinMgudQ4TjF96kRrKMpZCE5B6SSdrEqCCo3L3vmRGGa	ring2	node34	483
4824	QmNVNubZWAgCn1BhRZhdVMKQKzKpxRDLyBxeemfkZg2YGx	ring1	node33	580
4825	QmNVNubZWAgCn1BhRZhdVMKQKzKpxRDLyBxeemfkZg2YGx	ring1	node33	498
4826	Qmch1mjXhvz3JGcCa1X3wkPTKhD7ZKqAMoeNRyykRjGaWz	ring0	node32	743
4827	QmcNYdWW36hSg83XinW519bJtfaUq8DbmUVnuq5gGK9uqX	ring0	node28	565
4828	QmVurNXutusV1caAx6ouZbnE3Nvz4MM1vvwVKd9pGxjkEe	ring0	node4	542
4829	QmbX84ZxzBhsqS4qeDqoyEzs3pcS49WDHa9XqpWs9E1SPA	ring2	node18	541
4830	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	501
4831	QmT6Q3LspDDuwGLoedAmTB96mzNHuhrryPPnj8xzq9AgRt	ring3	node7	579
4832	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	536
4833	QmecRGd4u5DdhYJEg9CwRJjq4xWGDy3CkMWVCgg55cG9FR	ring2	node10	556
4834	QmcQVmDsp5VeyXB1w98thHBjDzeZYViRCoJdSAcqtHryyj	ring0	node36	1159
4835	QmcQVmDsp5VeyXB1w98thHBjDzeZYViRCoJdSAcqtHryyj	ring0	node36	689
4836	QmSRHZZHAja9VC6k2ttfTMn9tGaAaAE1hmSuSvt1hETuvD	ring3	node31	679
4837	QmT5ZnzWR2Y9bwtWypVQgFoYMSyi8CDt2Mh3eFeDu4cFc1	ring1	node9	647
4838	QmVKZYfcfbtjszUtpE3qEHgXh8DRi8bdyjambXt69n7Cvw	ring0	node36	530
4839	QmcZ6jb1YMx3NXMYKxDkWqCgLiSzensy32kVCLVFta2cSE	ring1	node29	567
4840	QmT5ZnzWR2Y9bwtWypVQgFoYMSyi8CDt2Mh3eFeDu4cFc1	ring1	node9	517
4841	QmRRgZtuuqR79uvWfUJk17tcLrwwRa1K59fhm9AhfALjur	ring2	node14	530
4842	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	583
4843	QmZXyKSJ4xQzmJTubKdcfJWhAtSZzCFGFpAzm3WhBhSZ7i	ring3	node39	535
4844	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	554
4845	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	549
4846	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	541
4847	QmebjNSriB3M8WEX8vRhjDu5WVHhdDReedLuxJPNYQeUD5	ring3	node35	662
4848	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	500
4849	QmRRgZtuuqR79uvWfUJk17tcLrwwRa1K59fhm9AhfALjur	ring2	node14	485
4850	QmcQVmDsp5VeyXB1w98thHBjDzeZYViRCoJdSAcqtHryyj	ring0	node36	499
4851	QmRCu8yCtFmjSmp27DmwKmpUMAm4raWuBb7LhFCeAFCnEM	ring3	node27	581
4852	QmV5WWFPnwQLaVAgzwH7YSqwDrph1wg4QuzM914LQpKNxd	ring1	node37	576
4853	QmbmnSxur9zK29FToJG7qyiKTb3jLghfGyQsHmpuMYjpVq	ring0	node24	555
4854	Qmd3SSRQEjFquk79sGTecfjxFHmxx3YAJBb7pLuC7fbeXQ	ring3	node15	705
4855	QmbmPDc1PNmxKfpixsk2oF8DAV6Yqs5QwhtwUWJtw8jSDF	ring2	node38	551
4856	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	632
4857	Qme1ym1VuwyFi4DquPjPnDGsXuUA7YZyonWNykerYuVxgx	ring0	node20	555
4858	QmbmnSxur9zK29FToJG7qyiKTb3jLghfGyQsHmpuMYjpVq	ring0	node24	610
4859	QmRRgZtuuqR79uvWfUJk17tcLrwwRa1K59fhm9AhfALjur	ring2	node14	506
4860	QmUVcqBYntKcD3hnkG5xyHjAfTNtRCoboiQJWoFjxGF6NR	ring1	node5	553
4861	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	515
4862	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	604
4863	QmeKLzUApSGCaBd4RcudRm8PwKRHukk2CfnkK5ekqS2BuR	ring1	node13	694
4864	QmUVcqBYntKcD3hnkG5xyHjAfTNtRCoboiQJWoFjxGF6NR	ring1	node5	501
4865	QmddaQS5pWU6yS8Cr5LFB6we9UUVpNEm4cg4B359F1XY3A	ring0	node32	540
4866	QmVtN9HD81dbe2ywt9Z87kdLHVsEEJZu98mNRhagWUZq3r	ring2	node6	586
4867	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	485
4868	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	493
4869	QmcQVmDsp5VeyXB1w98thHBjDzeZYViRCoJdSAcqtHryyj	ring0	node36	483
4870	QmZFnUm3bjSyEPrvxEa3fR9eUxnkfQeLmPTzDhAmCWtbMZ	ring3	node3	591
4871	QmbX84ZxzBhsqS4qeDqoyEzs3pcS49WDHa9XqpWs9E1SPA	ring2	node18	515
4872	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	490
4873	QmT5ZnzWR2Y9bwtWypVQgFoYMSyi8CDt2Mh3eFeDu4cFc1	ring1	node9	468
4874	QmUPdy2A4ksMSrS55uvRPFeRbyMU523azRVsaGhmvjx89m	ring0	node24	557
4875	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	515
4876	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	483
4877	QmT6Q3LspDDuwGLoedAmTB96mzNHuhrryPPnj8xzq9AgRt	ring3	node7	525
4878	Qmei1f1fyesJVZRKFNdBxPJZRsQVZsz4Gwi5qUptgRn5sd	ring2	node22	1955
4879	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	552
4880	Qmbg9PDH6eqpanNnn8TYKrpaDDgmksTYn7aAukzzG1fFQY	ring3	node27	606
4881	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	504
4882	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	539
4883	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	503
4884	QmZXyKSJ4xQzmJTubKdcfJWhAtSZzCFGFpAzm3WhBhSZ7i	ring3	node39	21666
4885	QmT5ZnzWR2Y9bwtWypVQgFoYMSyi8CDt2Mh3eFeDu4cFc1	ring1	node9	535
4886	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	535
4887	Qmc832jP4STKQhaRNAVCCKE6omXDdLSeVaDZYtmqaHp287	ring1	node13	494
4888	QmVjnHtfw3jnYJnFPjGk9b5FBcaPA6HHcHEpRdHE3Ks1P6	ring2	node14	666
4889	QmaMvBotVK3VcvBsW1Lb9Bc4uS7c2f7QqkRJuGihwTsqfE	ring3	node15	545
4890	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	506
4891	QmVDHXGJeqv7pQcRLfnnNN96eeaEKMtMk6NahR85mX3HzC	ring3	node19	557
4892	QmSLSCRgqJA1RPRTtSBHriXj32nWAkbZqRs33gUKrXE6BK	ring3	node7	758
4893	QmeinMgudQ4TjF96kRrKMpZCE5B6SSdrEqCCo3L3vmRGGa	ring2	node34	501
4894	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	1425
4895	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	680
4896	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	599
4897	Qmd6Lc81Gm4S6rJvMHXoJVjRMorBpSrFR3n7D2bhefG9hu	ring1	node17	587
4898	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	524
4899	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	516
4900	QmcQVmDsp5VeyXB1w98thHBjDzeZYViRCoJdSAcqtHryyj	ring0	node36	650
4901	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	622
4902	QmRPfGzY12qxTxcj6NAyoaZhv4or8c4GCcZLj2t3mNG5fC	ring3	node23	619
4903	QmZGQdhpWrsr9Wpi3GyUqYcMPUGgockP3G62thu1oVAJwG	ring0	node0	643
4904	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	550
4905	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	492
4906	QmXLBn7d5VzNV4uWaBa72QwxngabsD9JMgk6mHiWbbTB6B	ring3	node31	606
4907	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	467
4908	QmTf5uzdbkPKqhR2o9mWT8wvns2ohnxRkKe3cFdZcas4uL	ring3	node11	571
4909	QmVKZYfcfbtjszUtpE3qEHgXh8DRi8bdyjambXt69n7Cvw	ring0	node36	567
4910	QmTAcUBGzLdqWzRHWRfCUzmHPwm2s7Sc8g9XyyF7n9aFsW	ring2	node30	628
4911	QmRRgZtuuqR79uvWfUJk17tcLrwwRa1K59fhm9AhfALjur	ring2	node14	474
4912	Qmaie6esikKP66Rv9qd9aHU7Jh3XsLxDQcMTg2hoqV5Qeo	ring0	node12	601
4913	QmVmiXAVhUfrk66gqNfnXfo5xdC5bQDLwy3rfKwXabibZw	ring0	node28	560
4914	QmSRHZZHAja9VC6k2ttfTMn9tGaAaAE1hmSuSvt1hETuvD	ring3	node31	581
4915	Qmejswp5Q8pidS8VnEttqnSh4w61KiYBwL3UBTh4BkgARs	ring1	node29	577
4916	QmeinMgudQ4TjF96kRrKMpZCE5B6SSdrEqCCo3L3vmRGGa	ring2	node34	538
4917	QmRRgZtuuqR79uvWfUJk17tcLrwwRa1K59fhm9AhfALjur	ring2	node14	484
4918	Qmei1f1fyesJVZRKFNdBxPJZRsQVZsz4Gwi5qUptgRn5sd	ring2	node22	546
4919	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	484
4920	QmeBUUPfgHG42waiCayZ3frAfRWZx6BZwxNyEYYBPTiDvb	ring0	node20	628
4921	QmT5ZnzWR2Y9bwtWypVQgFoYMSyi8CDt2Mh3eFeDu4cFc1	ring1	node9	508
4922	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	669
4923	QmXYPTaeB22QeMB3C4ehvTVcmwrt11DuvbrbLDNjbG39Tz	ring2	node10	594
4924	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	518
4925	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	583
4926	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	543
4927	QmVmX3QXSLNRkhnZgaEitXmAY4ka83rKQTbv8hYCrsW2YC	ring2	node38	533
4928	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	550
4929	QmbX84ZxzBhsqS4qeDqoyEzs3pcS49WDHa9XqpWs9E1SPA	ring2	node18	545
4930	QmecRGd4u5DdhYJEg9CwRJjq4xWGDy3CkMWVCgg55cG9FR	ring2	node10	504
4931	QmXwaoyTQkywuyuxzj6nRz4HBpXgUufgyFeYGJY7XMMKaa	ring1	node1	591
4932	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	481
4933	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	502
4934	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	516
4935	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	539
4936	Qmejswp5Q8pidS8VnEttqnSh4w61KiYBwL3UBTh4BkgARs	ring1	node29	507
4937	QmYNqB1n74jsQt1kUAtRSrFLF3A917D7jfP4aoGRPUsYyx	ring1	node9	484
4938	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	510
4939	QmUPdy2A4ksMSrS55uvRPFeRbyMU523azRVsaGhmvjx89m	ring0	node24	557
4940	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	505
4941	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	547
4942	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	518
4943	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	520
4944	QmUVcqBYntKcD3hnkG5xyHjAfTNtRCoboiQJWoFjxGF6NR	ring1	node5	560
4945	QmYNqB1n74jsQt1kUAtRSrFLF3A917D7jfP4aoGRPUsYyx	ring1	node9	477
4946	QmYNqB1n74jsQt1kUAtRSrFLF3A917D7jfP4aoGRPUsYyx	ring1	node9	559
4947	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	462
4948	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	513
4949	QmYNqB1n74jsQt1kUAtRSrFLF3A917D7jfP4aoGRPUsYyx	ring1	node9	485
4950	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	534
4951	QmeinMgudQ4TjF96kRrKMpZCE5B6SSdrEqCCo3L3vmRGGa	ring2	node34	471
4952	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	498
4953	QmS3yqsEn5gnfj1XshL8MWiobMxQt5HFuEkcjjrcvN7Cs1	ring1	node33	1073
4954	QmZDh13Hb3YPeomXYi7mqEeghgysoL7bpdoeXmME7Jg7ea	ring1	node17	613
4955	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	552
4956	QmWEFSMku6yGLQ9TQr66HjSd9kay8ZDYKbBEfjNi4pLtrr	ring2	node10	570
4957	QmVGBb9S18SdihpSiEUocEztuVeCiY25hNhAJxCTQSfrL3	ring3	node15	573
4958	QmZXyKSJ4xQzmJTubKdcfJWhAtSZzCFGFpAzm3WhBhSZ7i	ring3	node39	637
4959	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	523
4960	QmWKmFAz7ZLGbuN1LBc5ubjx6Q71qhUpkNRrwt8qTmBqL6	ring2	node10	483
4961	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	486
4962	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	491
4963	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	2785
4964	QmSLSCRgqJA1RPRTtSBHriXj32nWAkbZqRs33gUKrXE6BK	ring3	node7	693
4965	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	549
4966	QmYTS6KMs9AgkqrB1NX9du2EEAFJXyCjEv4amX2X2ZDHt4	ring2	node30	548
4967	QmSoLuCB7xeFD5vf8pYnzoBhRFfnnM41nPy4zBnSqmjH7J	ring3	node31	532
4968	QmUXDdkoRYgPVnssgdBEifLTQgtzFMiBWbQpgRJGA5EPY9	ring3	node27	619
4969	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	531
4970	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	542
4971	QmXKXQnUXbtdiCTp9qrHpgTdPxQBnDiF2vN3kNnvz4z5AZ	ring2	node2	522
4972	QmUPdy2A4ksMSrS55uvRPFeRbyMU523azRVsaGhmvjx89m	ring0	node24	632
4973	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	463
4974	QmQxoTVVuFS677TQJFdVh1PNRoBmVbvkwJSxe1xvf9cSqU	ring1	node29	510
4975	QmNX53MKuKMRXvuZgetLY19VM5SndDmLmT1EJRgrbXUHt9	ring0	node0	538
4976	QmPGXHSbC1CqzBNyt3xTVe4FobXkvZgrogSNnXUm9AFyWX	ring3	node11	595
4977	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	467
4978	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	489
4979	QmSDPE1wcxBD8i9sBpALjE2pkuyqb9pvPM2bu66ERuH4zq	ring2	node14	507
4980	QmcU9xYccCtyMYSpEZS1X5vAtFxhKrFWsp7wyWtNJXhWLV	ring0	node24	590
4981	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	484
4982	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	516
4983	QmZB8awpNvtuSP6JgVNam5KNEFfrx3d2YFvHTvddggUEBx	ring2	node34	520
4984	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	686
4985	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	529
4986	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	491
4987	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	454
4988	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	642
4989	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	659
4990	QmNan63K8UxXzhCAcBhy2Xy4gj2SjGBQiySkFDGt2krA9i	ring0	node32	667
4991	QmcQVmDsp5VeyXB1w98thHBjDzeZYViRCoJdSAcqtHryyj	ring0	node36	506
4992	QmTMqopFAH28tFMmQ52W7Um3GSeMqxWDoLx3vAiezb1jKC	ring0	node12	545
4993	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	473
4994	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	557
4995	QmZvqVjcgWGTqvQTr3oDhoj8npwXtESE1mjvz8UJNxsezU	ring1	node5	573
4996	QmYUHFzEvPsoseNWcHtqE18Ao8HPBRktLPoDMKpdDYvHQV	ring3	node11	647
4997	QmXwHsbG9Qhz7VCaiQD2NStXZkyNRicKPGZQcFiiaG9iWc	ring2	node22	553
4998	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	493
4999	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	466
5000	QmSLSCRgqJA1RPRTtSBHriXj32nWAkbZqRs33gUKrXE6BK	ring3	node7	546
5001	QmcTLEPoA2NT6j7ny7pi1MGNnjFxK6icB1qsPX49xDXzjC	ring1	node25	489
5002	QmUVcqBYntKcD3hnkG5xyHjAfTNtRCoboiQJWoFjxGF6NR	ring1	node5	515
5003	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	501
5004	QmeMEJCRddzxGpDptqUr46tUJL8KpobtSx3mtE7sVM4w8c	ring3	node39	607
5005	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	543
5006	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	501
5007	QmRECqRurhc4oh1h9rYSD5hMKkAF34kwV3kzAg6RL6SXJ7	ring2	node10	671
5008	QmeTUyi9aN7iwdodY4mi4yKHEKYWbd3bG1FdagQhhKa2he	ring0	node4	546
5009	QmVjnHtfw3jnYJnFPjGk9b5FBcaPA6HHcHEpRdHE3Ks1P6	ring2	node14	795
5010	QmePERuSk6kmLPBknRgSH9NitZLXqQSWQ3yLZzhuhqPTpy	ring1	node13	559
5011	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	490
5012	QmSknFJz1Z16xKGBJPF41DPsCzyzCYqBD8ZmVmnyaN1Vw4	ring3	node15	601
5013	QmZDh13Hb3YPeomXYi7mqEeghgysoL7bpdoeXmME7Jg7ea	ring1	node17	1599
5014	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	665
5015	QmZFHVFrYZwso6uQHXSCTKFmCcHXWVCdgSxNE41cV5c9Ct	ring2	node26	545
5016	QmRCu8yCtFmjSmp27DmwKmpUMAm4raWuBb7LhFCeAFCnEM	ring3	node27	667
5017	QmRRgZtuuqR79uvWfUJk17tcLrwwRa1K59fhm9AhfALjur	ring2	node14	541
5018	QmWGaAgHh2TWdKittHeR5XNJjDTdUzfrUhGkdhkJ5TGN4b	ring1	node21	607
5019	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	472
5020	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	563
5021	QmbnRpxt4aqDWCXkaVtQwZhrmrGBuXRyRCJBNtSy3P3qMf	ring2	node38	599
5022	QmSRHZZHAja9VC6k2ttfTMn9tGaAaAE1hmSuSvt1hETuvD	ring3	node31	608
5023	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	499
5024	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	483
5025	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	422
5026	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	585
5027	QmeKLzUApSGCaBd4RcudRm8PwKRHukk2CfnkK5ekqS2BuR	ring1	node13	521
5028	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	480
5029	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	468
5030	QmYbeFzL89hh6U9oYFd8gimSkencMJGDZn1m43sB9cPqVq	ring3	node15	592
5031	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	458
5032	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	475
5033	QmYNqB1n74jsQt1kUAtRSrFLF3A917D7jfP4aoGRPUsYyx	ring1	node9	547
5034	QmZXyKSJ4xQzmJTubKdcfJWhAtSZzCFGFpAzm3WhBhSZ7i	ring3	node39	604
5035	QmPFZHGJkcxmkwwDpJQRVyTVLH6qhEftvbTWS9QkWW52nS	ring2	node30	512
5036	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	483
5037	QmcQVmDsp5VeyXB1w98thHBjDzeZYViRCoJdSAcqtHryyj	ring0	node36	576
5038	Qmf2TE89s2mBU3VcEDsQpfgyJuVRjfFy4aHJeFDQhTWHEb	ring0	node24	713
5039	QmUPdy2A4ksMSrS55uvRPFeRbyMU523azRVsaGhmvjx89m	ring0	node24	662
5040	QmcaemqsgJCrHJCV3T1N2VtTAU6nXQ7LxdzMbm1r1ZvK2U	ring2	node14	496
